#,Category,Subcategory,Parasha,Title,Date,Language,Link
646,"שבת, חגים ומועדים",שבועות,,"חג השבועות - ""ונתן לנו תורת אמת"" - רמב""ם ""אגרת תימן""",23-May-23,עברית,https://www.youtube.com/watch?v=Qnww_w2IMOU
647,"שבת, חגים ומועדים",שבועות,,חג השבועות - ראיית הנשמע ושמיעת הנראה,24-May-23,עברית,https://www.youtube.com/watch?v=ydtOpzVk70c
648,"שבת, חגים ומועדים",שבועות,,חג השבועות - מה היא התורה שקדמה לעולם ?,23-May-24,עברית,https://www.youtube.com/watch?v=VwbrVo0Bans
649,"שבת, חגים ומועדים",שבועות,,חג השבועות - ״מעמד הר סיני״ - מה היה שם ?,3-Jun-24,עברית,https://www.youtube.com/watch?v=lvr3yNHHkPY
650,"שבת, חגים ומועדים",שבועות,,חג שבועות- ההבדל בין גברים לנשים בקבלת התורה,5-Jun-24,אנגלית,https://www.youtube.com/watch?v=2YscCtlsHtA
651,"שבת, חגים ומועדים",שבועות,,חג השבועות - סוד עניין ״שתי הלחם״ והעיר ״בית לחם״,9-Jun-24,עברית,https://www.youtube.com/watch?v=phI7JY4p2Zc
652,"שבת, חגים ומועדים",שבועות,,‏חג השבועות - המהות של ״עם ישראל״ - ״אין אומתינו אומה אלה בתורתה״,28-May-25,עברית,https://www.youtube.com/watch?v=R4HZH-ZQAHk
653,"שבת, חגים ומועדים",שבועות,,חג השבועות - מגילת רות - עיניינו של ״בועז״ בשושלת מלכות בית דוד,6-May-26,עברית,https://www.youtube.com/watch?v=HC0FzWPtTUs
654,"שבת, חגים ומועדים",שבועות,,חג השבועות - מגילת רות - שמואל הנביא ״מכשיר״ את דוד להיות למלך ולבוא בקהל,12-May-26,עברית,https://www.youtube.com/watch?v=CjxeyOvw7os
655,"שבת, חגים ומועדים",שבועות,,חג השבועות - מגילת רות - מאחורי הקלעים של השתלשלות העניינים בעולם,13-May-26,עברית,https://www.youtube.com/watch?v=4Q-uqmUJxeY
656,"שבת, חגים ומועדים",שבועות,,חג השבועות - ״מעמד הר סיני״ - מה באמת היה שם ?,19-May-26,עברית,https://www.youtube.com/watch?v=34P_R9DfyIg&amp;t=673s
657,"שבת, חגים ומועדים",סוכות,,"מה היא - ""סוכת עורו של ליויתן",7-Oct-14,עברית,https://www.youtube.com/watch?v=HWoGeTtjm0A
658,"שבת, חגים ומועדים",סוכות,,חג הסוכות ומלחמת גוג ומגוג,8-Oct-14,עברית,https://www.youtube.com/watch?v=VCJhKvD4r5M
659,"שבת, חגים ומועדים",סוכות,,מדוע בחמישה עשר בתשרי,13-Oct-14,עברית,https://www.youtube.com/watch?v=TJmR-gnWo2s
660,"שבת, חגים ומועדים",סוכות,,חג הסוכות ומלחמת גוג ומגוג,15-Oct-14,אנגלית,https://www.youtube.com/watch?v=Xv7hvfMWPW4
661,"שבת, חגים ומועדים",סוכות,,עומק עיניינה של שמחת בית השואבה,21-Oct-16,עברית,https://www.youtube.com/watch?v=gOrd65kv-Ec
662,"שבת, חגים ומועדים",סוכות,,הקשר שבין מלחמת גוג ומגוג וחג הסוכות,26-Sep-16,עברית,https://www.youtube.com/watch?v=N2oaF3M9IC4
663,"שבת, חגים ומועדים",סוכות,,חג הסוכות סוד האמונה,27-Sep-16,עברית,https://www.youtube.com/watch?v=05MiYqoA4aw
664,"שבת, חגים ומועדים",סוכות,,רמזי ארבעת המינים - חלק א,3-Oct-17,עברית,https://www.youtube.com/watch?v=izGxDWNzZh0
665,"שבת, חגים ומועדים",סוכות,,רמזי ארבעת המינים - חלק א' - המשך,3-Oct-17,עברית,https://www.youtube.com/watch?v=OuPxzYHU1hU
666,"שבת, חגים ומועדים",סוכות,,רמזי ארבעת המינים וסוד חביטת הערבה - חלק ב,11-Oct-17,עברית,https://www.youtube.com/watch?v=B_Cq4NI2HWI
667,"שבת, חגים ומועדים",סוכות,,רמזי ארבעת המינים וסוד חביטת הערבה - חלק ב' - המשך,11-Oct-17,עברית,https://www.youtube.com/watch?v=FzaL4F25xFQ
668,"שבת, חגים ומועדים",סוכות,,הסוכה ומלחמת גוג ומגוג,11-Oct-17,עברית,https://www.youtube.com/watch?v=I5VCd6Y6RO0
669,"שבת, חגים ומועדים",סוכות,,הסוכה ומלחמת גוג ומגוג - המשך,11-Oct-17,עברית,https://www.youtube.com/watch?v=w9BnRsvMrQo
670,"שבת, חגים ומועדים",סוכות,,ביטול ״יצר העבודה זרה״,27-Sep-18,עברית,https://www.youtube.com/watch?v=BxhvRMxka1I
671,"שבת, חגים ומועדים",סוכות,,פנימיות עניין ״ארבעת המינים״,17-Oct-19,עברית,https://www.youtube.com/watch?v=Ti_pdA0p-gA
672,"שבת, חגים ומועדים",סוכות,,"מה היא - ""סוכת עורו של ליויתן",17-Oct-19,אנגלית,https://www.youtube.com/watch?v=5U5ulNAXt2w
673,"שבת, חגים ומועדים",סוכות,,פנימיות המושג ״סוכה״,30-Sep-20,עברית,https://www.youtube.com/watch?v=ciQTL4HGUpg
674,"שבת, חגים ומועדים",סוכות,,רמזי ארבעת המינים,30-Sep-20,אנגלית,https://www.youtube.com/watch?v=DlB4zunCFjA
675,"שבת, חגים ומועדים",סוכות,,עומק משמעותו על פי הקבלה,20-Sep-21,עברית,https://www.youtube.com/watch?v=VKJHE56OeX4
676,"שבת, חגים ומועדים",סוכות,,חג הסוכות - ״רזא דמהימנותא״ (סוד האמונה),26-Sep-23,עברית,https://www.youtube.com/watch?v=hv6PPwdcypc
677,"שבת, חגים ומועדים",סוכות,,?חג הסוכות - ״ושמחת בחגך״ - כיצד שולטים על מינון השמחה,3-Oct-23,עברית,https://www.youtube.com/watch?v=Fe7YXz0j_g4
678,"שבת, חגים ומועדים",סוכות,,חג הסוכות - עומק עניין ״תפילת הגשם״,3-Oct-23,עברית,https://www.youtube.com/watch?v=cxqt2xuZOhI
679,"שבת, חגים ומועדים",סוכות,,חג הסוכות ומלחמת גוג ומגוג,15-Oct-24,עברית,https://www.youtube.com/watch?v=ussvprEZDUs
680,"שבת, חגים ומועדים",סוכות,,פנימיות עניין ״חג הסוכות״,16-Oct-24,עברית,https://www.youtube.com/watch?v=_HkAPalI7eE
681,"שבת, חגים ומועדים",סוכות,,חג הסוכות - ״זמן שמחתנו״ - סוד עניין השמחה,22-Oct-24,עברית,https://www.youtube.com/watch?v=i1Hajhlslg8
682,"שבת, חגים ומועדים",סוכות,,"חג הסוכות - סוד מלחמתו של גוג ומגוג בה' ובמשיח , והישועה הגדולה - ""הושענא רבה""",10-Oct-25,עברית,https://www.youtube.com/watch?v=PhOgwlgQuxw
683,"שבת, חגים ומועדים",עשרת ימי תשובה,,תנאי התשובה,8-Sep-14,עברית,https://www.youtube.com/watch?v=aFMoqjcxppM
684,"שבת, חגים ומועדים",עשרת ימי תשובה,,"עשרת ימי תשובה , צום גדליה , וביטול הבחירה באחרית הימים",6-Oct-16,עברית,https://www.youtube.com/watch?v=uAhzJgYPHs0
685,"שבת, חגים ומועדים",עשרת ימי תשובה,,"ה""תשובה"" - תיקון רטרואקטיבי - חלק א",26-Sep-17,עברית,https://www.youtube.com/watch?v=UAEV1RnYbG0
686,"שבת, חגים ומועדים",עשרת ימי תשובה,,כוחה של תשובה - סיפורו של מנשה מלך יהודה,3-Oct-19,עברית,https://www.youtube.com/watch?v=u24yqAyGeyg
687,"שבת, חגים ומועדים",עשרת ימי תשובה,,עשרת ימי תשובה - ה' רוצה בתשובה,22-Sep-20,עברית,https://www.youtube.com/watch?v=6v4LWzdNsXg
688,"שבת, חגים ומועדים",עשרת ימי תשובה,,"עשרת ימי ""תשובה"" - מהי ""תשובה"" ? ועומק עניין ""מודה אני""",30-Sep-25,עברית,https://www.youtube.com/watch?v=_1MDhnyfbjE
689,"שבת, חגים ומועדים",עשרה בטבת,,עשרה בטבת,21-Dec-15,אנגלית,https://www.youtube.com/watch?v=tt_KYfrDT7Q
690,"שבת, חגים ומועדים",עשרה בטבת,,"עשרה בטבת , תרגום השבעים , ויום הולדת יש״ו",26-Dec-17,עברית,https://www.youtube.com/watch?v=d5aPEpt73Ig
691,"שבת, חגים ומועדים",עשרה בטבת,,עשרה בטבת ומשמעותו בלוח השנה,18-Dec-18,עברית,https://www.youtube.com/watch?v=Tsqlxf0iCys
692,"שבת, חגים ומועדים",עשרה בטבת,,עומק עניין עשרה בטבת,13-Dec-21,עברית,https://www.youtube.com/watch?v=2G5EXz7n024
693,"שבת, חגים ומועדים",תשעה באב,,?על מה מתאבלים,4-Aug-14,אנגלית,https://www.youtube.com/watch?v=gRJkpE3kriw
694,"שבת, חגים ומועדים",תשעה באב,,שבעה עשר בתמוז ותשעה באב - למה צמים,2-Jul-15,עברית,https://www.youtube.com/watch?v=LZkpbApBDK4
695,"שבת, חגים ומועדים",תשעה באב,,"?""על מה אבדה הארץ""",22-Jul-15,עברית,https://www.youtube.com/watch?v=sIuN67omCuE
696,"שבת, חגים ומועדים",תשעה באב,,תשעה באב - גלות אדום,23-Jul-15,עברית,https://www.youtube.com/watch?v=_pIArGHbtY0
697,"שבת, חגים ומועדים",תשעה באב,,מהות הגלות,23-Jul-15,אנגלית,https://www.youtube.com/watch?v=DcQLP9P8juI
698,"שבת, חגים ומועדים",תשעה באב,,עם ישראל בגלות אדום,8-Aug-16,עברית,https://www.youtube.com/watch?v=61obBv2sSYo
699,"שבת, חגים ומועדים",תשעה באב,,מהות חורבן ובנין ירושלים,12-Aug-16,עברית,https://www.youtube.com/watch?v=cLCNGzEqfZY
700,"שבת, חגים ומועדים",תשעה באב,,חורבן בית שני - שנאת חינם,18-Jul-17,עברית,https://www.youtube.com/watch?v=EcuDy4_GuMI
701,"שבת, חגים ומועדים",תשעה באב,,החורבן והגלות,25-Jul-17,עברית,https://www.youtube.com/watch?v=u5GuT7K6qd4
702,"שבת, חגים ומועדים",תשעה באב,,?מה גרם לחורבן בית המקדש השני,26-Jul-17,אנגלית,https://www.youtube.com/watch?v=VuOUzIk33NA
703,"שבת, חגים ומועדים",תשעה באב,,?על מה מתאבלים,27-Jul-17,אנגלית,https://www.youtube.com/watch?v=G3DcuUBdSW4
704,"שבת, חגים ומועדים",תשעה באב,,מהות ומשמעות ה״חורבן״,12-Jul-18,עברית,https://www.youtube.com/watch?v=1UpoXNXz7HE
705,"שבת, חגים ומועדים",תשעה באב,,?חורבן ירושלים - על מה מתאבלים,8-Aug-19,עברית,https://www.youtube.com/watch?v=_CLGLhhg-bM
706,"שבת, חגים ומועדים",תשעה באב,,סוד חורבנה ובניינה של ״אבן השתיה״,28-Jul-20,עברית,https://www.youtube.com/watch?v=bvQQGFSAayE
707,"שבת, חגים ומועדים",תשעה באב,,מגילת איכה,28-Jul-20,עברית,https://www.youtube.com/watch?v=YWMg12HYgBQ
708,"שבת, חגים ומועדים",תשעה באב,,מאחורי הקלעים של מגילת איכה,18-Jul-21,עברית,https://www.youtube.com/watch?v=UF-EHrwXS-k
709,"שבת, חגים ומועדים",תשעה באב,,"שבעה עשר בתמוז - המשמעות של ""פריצת החומה""",12-Jul-22,עברית,https://www.youtube.com/watch?v=nA8sYpGMpNs
710,"שבת, חגים ומועדים",תשעה באב,,"בין המצרים - ה""חורבן"" שבונה את ה""בנין""",19-Jul-22,עברית,https://www.youtube.com/watch?v=nBBCH9bd0GE
711,"שבת, חגים ומועדים",תשעה באב,,בין המצרים - השפעת הרצון על תפיסת המציאות,26-Jul-22,עברית,https://www.youtube.com/watch?v=nstvWVfH1YQ
712,"שבת, חגים ומועדים",תשעה באב,,"תשעה באב - עומק עניין החורבן ו""גלות השכינה""",2-Aug-22,עברית,https://www.youtube.com/watch?v=QTdVQkTdBu4
713,"שבת, חגים ומועדים",תשעה באב,,"תשעה באב - בתשעה באב נולד ה""משיח"" ? מה זה אומר ? עומק העניין על פי המהר""ל",30-Jul-25,עברית,https://www.youtube.com/watch?v=T9IfsIK2bOg
714,"שבת, חגים ומועדים",טו' בשבט,,פירות ארץ ישראל,14-Jan-14,עברית,https://www.youtube.com/watch?v=iltEzuxAHiQ
715,"שבת, חגים ומועדים",טו' בשבט,,האדם ועץ השדה,16-Jan-14,עברית,https://www.youtube.com/watch?v=5UXsiQc3llM
716,"שבת, חגים ומועדים",טו' בשבט,,טו' בשבט - חלק א' - ראש השנה לאילנות,25-Jan-16,עברית,https://www.youtube.com/watch?v=kC5jC_YDcSw
717,"שבת, חגים ומועדים",טו' בשבט,,טו' בשבט - חלק ב' - שבעת המינים - האדם עץ השדה,25-Jan-16,עברית,https://www.youtube.com/watch?v=KvYU-i7urbE
718,"שבת, חגים ומועדים",טו' בשבט,,טו' בשבט - חלק ג' - הנטיעות בגן העדן והאדם האידאלי,25-Jan-16,עברית,https://www.youtube.com/watch?v=qziukq-6w04
719,"שבת, חגים ומועדים",טו' בשבט,,״כי האדם עץ השדה״,30-Jan-18,עברית,https://www.youtube.com/watch?v=OjWoT3oQNSw
720,"שבת, חגים ומועדים",טו' בשבט,,״כי האדם עץ השדה״,10-Feb-20,עברית,https://www.youtube.com/watch?v=JtayrXG5Zw4
721,"שבת, חגים ומועדים",טו' בשבט,,המשמעות של טו' בשבט,12-Jan-22,אנגלית,https://www.youtube.com/watch?v=Xe6APQgOF1U
722,"שבת, חגים ומועדים",טו' בשבט,,טו׳ בשבט - סוד תיקון האכילה,16-Jan-22,עברית,https://www.youtube.com/watch?v=m8CrRd_q1LM
723,"שבת, חגים ומועדים",טו' בשבט,,"ט""ו בשבט - המכנה המשותף בין אדם ועץ",5-Feb-23,אנגלית,https://www.youtube.com/watch?v=aghnWWDgDXI
724,"שבת, חגים ומועדים",טו' בשבט,,״טו׳ בשבט״ מזוית מאוד ייחודית,11-Feb-25,עברית,https://www.youtube.com/watch?v=BTHfh2LTw9c
725,"שבת, חגים ומועדים",יום הכיפורים,,"""ה-""וידוי",2-Oct-14,עברית,https://www.youtube.com/watch?v=-nFxOHvFwLc
726,"שבת, חגים ומועדים",יום הכיפורים,,פורים ויום הכיפורים,3-Mar-15,עברית,https://www.youtube.com/watch?v=MtCPImevuoE
727,"שבת, חגים ומועדים",יום הכיפורים,,ההכנה ליום הכיפרים - עשרת ימי התשובה,17-Sep-15,עברית,https://www.youtube.com/watch?v=EwU-a4zvMrM
728,"שבת, חגים ומועדים",יום הכיפורים,,סדר העבודה,21-Sep-15,עברית,https://www.youtube.com/watch?v=3IkGGtGfZek
729,"שבת, חגים ומועדים",יום הכיפורים,,עיצומו ועוצמתו של היום,22-Sep-15,עברית,https://www.youtube.com/watch?v=VLAKHsCZUKE
730,"שבת, חגים ומועדים",יום הכיפורים,,"כי ביום הזה יכפר"" - עוצמתו של יום הכיפורים""",11-Oct-16,עברית,https://www.youtube.com/watch?v=4c_YxZ18BNo
731,"שבת, חגים ומועדים",יום הכיפורים,,פורים ויום הכיפורים,7-Mar-17,אנגלית,https://www.youtube.com/watch?v=GIXjrszQQ2s
732,"שבת, חגים ומועדים",יום הכיפורים,,!לפני השם תטהרו,26-Sep-17,עברית,https://www.youtube.com/watch?v=LJslOi6GP4s
733,"שבת, חגים ומועדים",יום הכיפורים,,"סוד אמירת ""ברוך שם כבוד מלכותו"" בקול רם",28-Sep-17,עברית,https://www.youtube.com/watch?v=27K4UgdlYbk
734,"שבת, חגים ומועדים",יום הכיפורים,,יום הכיפורים,17-Sep-18,אנגלית,https://www.youtube.com/watch?v=pwmMW15Cy9c
735,"שבת, חגים ומועדים",יום הכיפורים,,סוד ״שני השעירים״,18-Sep-18,עברית,https://www.youtube.com/watch?v=Y7rScGlT0qY
736,"שבת, חגים ומועדים",יום הכיפורים,,הקשר הפנימי העמוק בין פורים ליום הכיפורים,18-Mar-19,עברית,https://www.youtube.com/watch?v=5OMAJPnKLVI
737,"שבת, חגים ומועדים",יום הכיפורים,,?איך פועלת הכפרה,7-Oct-19,עברית,https://www.youtube.com/watch?v=_t5hG-azemY
738,"שבת, חגים ומועדים",יום הכיפורים,,הכנה ליום הכיפורים,23-Sep-20,עברית,https://www.youtube.com/watch?v=2kXoqJ_6QGA
739,"שבת, חגים ומועדים",יום הכיפורים,,יום הכיפורים - נגיעה בגילויי אחרית הימים,4-Oct-22,עברית,https://www.youtube.com/watch?v=s8ZfJP0_kwQ
740,"שבת, חגים ומועדים",יום הכיפורים,,יום הכיפורים - סוד עניין ה״קטורת״ בקודש הקודשים,19-Sep-23,עברית,https://www.youtube.com/watch?v=rd50F6d4Uck
741,"שבת, חגים ומועדים",יום הכיפורים,,יום הכיפורים,8-Oct-24,עברית,https://www.youtube.com/watch?v=OFtFpvFxmEs
742,"תנ""ך ואקטואליה",,,תנ״ך ואקטואליה 1 - המפתח להבנת המציאות,"Jun 29, 2022",עברית,https://youtu.be/p-FWjLpv6zs
743,"תנ""ך ואקטואליה",,,"""תנ״ך ואקטואליה 2 - מהי תשובת עם ישראל לטענת ה""כיבוש","Jul 6, 2022",עברית,https://youtu.be/lShJ91OPAog
744,"תנ""ך ואקטואליה",,,"""תנ״ך ואקטואליה 3 - ארץ ישראל וה""ברית","Jul 13, 2022",עברית,https://youtu.be/a2wzj_MHsSE
745,"תנ""ך ואקטואליה",,,"תנ״ך ואקטואליה 4 - ישמעאל , יצחק , וירושת הארץ","Jul 20, 2022",עברית,https://youtu.be/NH92iHp3GlI
746,"תנ""ך ואקטואליה",,,"תנ״ך ואקטואליה 5 - דברי ה""זוהר"" על שליטת הערבים בארץ ישראל","Jul 27, 2022",עברית,https://youtu.be/ALP3XJoNfqo
747,"תנ""ך ואקטואליה",,,"""תנ״ך ואקטואליה 6 - גלות ישמעאל , ובניית ה""בנין בהיכל","Aug 3, 2022",עברית,https://youtu.be/z5u8WcFPhm8
748,"תנ""ך ואקטואליה",,,"""תנ״ך ואקטואליה 7 - ישמעאל והאיסלם , ""אויב"" יותר גרוע מ""שונא","Aug 10, 2022",עברית,https://youtu.be/8ZBv4_lMBR4
749,"תנ""ך ואקטואליה",,,"""תנ״ך ואקטואליה 8 - ה""ערבים"" וה""ערב רב","Aug 17, 2022",עברית,https://youtu.be/DFiZg_5cXLs
750,"תנ""ך ואקטואליה",,,"""תנ""ך ואקטואליה 9 - ""עת צרה ליעקב","Aug 24, 2022",עברית,https://youtu.be/O9ZIeel4wnA
751,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 10 - הסיבה האמיתית למלחמות הלא נגמרות במזרח התיכון","Aug 31, 2022",עברית,https://youtu.be/xanEMrGnbDM
752,"תנ""ך ואקטואליה",,,"""תנ""ך ואקטואליה 11 - מקור ומשמעות המילה ""פלסטין","Sep 7, 2022",עברית,https://youtu.be/4mLPmz77HHo
753,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 12 - האם יש סיכוי שיהיה אי פעם שלום עם הערבים - הרב ינון קלזאן",14-Sep-22,עברית,https://youtu.be/FNg9lTUlLeM
754,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 13 - מידה כנגד מידה ""העם המומצא""",21-Sep-22,עברית,https://youtu.be/jReAbhHm4Mc
755,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 14 - מהו תהליך ה""בירור"" שעובר על העולם",28-Sep-22,עברית,https://youtu.be/Ii3ZL5RgmbM
756,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 15 - פיתרון חלום ה""צלם"" של נבוכדנאצר על ידי דניאל",19-Oct-22,עברית,https://youtu.be/SvM90z1Oq2s
757,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 16 - ביאור המושגים ""חבלי משיח"" ו""עקבות משיח""",26-Oct-22,עברית,https://youtu.be/cbVq76GSG5U
758,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 17 - התמוטטות רגלי ה""אדם הבליעל""",2-Nov-22,עברית,https://youtu.be/3eFGyWi3JL0
759,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 18 - ריבוי ה""חוצפה"" , ואובדן הכבוד ב""סוף הגלות""",9-Nov-22,עברית,https://youtu.be/HlOKTSj3uCI
760,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 19 - שלטון של כפירה בה' ב""סוף הגלות""",30-Nov-22,עברית,https://youtu.be/8TBBvjr9ZdY
761,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 20 - ה""זוהר"" על חמשת הקבוצות ב""ערב רב"" שישלוט בסוף הגלות",7-Dec-22,עברית,https://youtu.be/e21DKpXFG7U
762,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 21 - הפרטים ברובד הקבלה על שלטון ה""ערב רב""",14-Dec-22,עברית,https://youtu.be/0f75ZNn4Ow8
763,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 22 - העיוותים וההשחתה במערכת ה""משפט"" של ה""ערב רב""",21-Dec-22,עברית,https://youtu.be/eSXxp5O-pPQ
764,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 23 - ה""גאולה"" באה לגמרי ""במקום"" כל מה שקדם לה",28-Dec-22,עברית,https://youtu.be/ISm6J1okM0w
765,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 24 - התגברות ולגיטימציה של תאוה והעדר ה""אמת""",4-Jan-23,עברית,https://youtu.be/xjzu7n596pw
766,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 25 - ביזוי החכמה והדעת - ""נערים פני זקנים ילבינו""",11-Jan-23,עברית,https://youtu.be/D9gsjpXzQwQ
767,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 26 - התרסקות מוחלטת של יחסי אנוש בחברה",18-Jan-23,עברית,https://youtu.be/QDDIme8tmpE
768,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 27 - כיצד יש לפעול בתקופת ה""הסתרה""",25-Jan-23,עברית,https://youtu.be/UjUStlyU-r0
769,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 28 - ""ספר"" ה""ביטוח"" , השופטים נוטלי השוחד , ה""מוסרים"" , וה""מלשינים""",2-Feb-23,עברית,https://youtu.be/qB5hXM0JrSA
770,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 29 - כיצד תראה ה""גאולה""",8-Feb-23,עברית,https://youtu.be/mlMvEvzO1YI
771,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 30 - ""משפטי הגויים"" כפירה בעיקר",15-Feb-23,עברית,https://youtu.be/Kir7UBhU7Yc
772,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 31 - מה הוא באמת ""משפט צדק"" ?",22-Feb-23,עברית,https://youtu.be/iMIWKlmcYL0
773,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 32 - ""דעת"" דקדושה מול ""דעת"" דטומאה",8-Mar-23,עברית,https://youtu.be/NQ6EjmpdM9U
774,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 33 - מתודת הפעולה של ה""נחש""",15-Mar-23,עברית,https://youtu.be/RAPiv-Fo7Yc
775,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 34 - דברי הנביא צפניה על הגאולה העתידה",22-Mar-23,עברית,https://youtu.be/e3llim4qx28
776,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 35 - מותה של ה""דמוקרטיה""",29-Mar-23,עברית,https://youtu.be/_VVSpwLjwSg
777,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 36 - דברי הנביא צפניה על חיסול ""מערכת המשפט""",19-Apr-23,עברית,https://www.youtube.com/watch?v=xGe226XM9aQ
778,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 37 - הגרסה התנ""כית של ""המהפכה המשפטית""",26-Apr-23,עברית,https://www.youtube.com/watch?v=nfmIHbSd7HM
779,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 38 - תבנית ה""רפורמה"" של ירבעם בן נבט",3-May-23,עברית,https://www.youtube.com/watch?v=as9fcdElAag
780,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 39 - עשרת השבטים וחורבן ממלכת ישראל",10-May-23,עברית,https://www.youtube.com/watch?v=Gvt_1HcUQTA
781,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 40 - תקוה כשהכל נראה ""לאחר יאוש""",17-May-23,עברית,https://www.youtube.com/watch?v=Uh3GNE1Tn7w
782,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 41 - עוד אבינו חי עם ישראל חי",24-May-23,עברית,https://www.youtube.com/watch?v=Okf6Sl4Bs3M
783,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 42 - גאולת עם ישראל ונקמת ה' בגויים",31-May-23,עברית,https://www.youtube.com/watch?v=A15n03bQI8E
784,"תנ""ך ואקטואליה",,,"?תנ""ך ואקטואליה 43 - ""גוג ומגוג"" - מי הם",7-Jun-23,עברית,https://www.youtube.com/watch?v=Gyr7EtYNZys
785,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 44 - מלחמת גוג ומגוג על אדמת ישראל",14-Jun-23,עברית,https://www.youtube.com/watch?v=Ylfopv3W1rY
786,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 45 - מלחמת גוג ומגוג - ""יתגדל ויתקדש שמיה רבה""",21-Jun-23,עברית,https://www.youtube.com/watch?v=gHY9BHY2f9E
787,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 46 - מלחמת גוג ומגוג - סיום תקופת ""הסתר הפנים""",12-Jul-23,עברית,https://www.youtube.com/watch?v=8Jd0PTGqjHI
788,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 47 - מלחמת גוג ומגוג - נבואת זכריה על עם ישראל במלחמה",19-Jul-23,עברית,https://www.youtube.com/watch?v=C2FhfLZ14fs
789,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 48 - מלחמת גוג ומגוג - מי ישרוד את המלחמה",16-Aug-23,עברית,https://www.youtube.com/watch?v=pQIERJaOY4g
790,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 49 - מלחמת גוג ומגוג - נקמת השם - דם עבדיו יקום",23-Aug-23,עברית,https://www.youtube.com/watch?v=b0JMdlP990A
791,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 50 - מלחמת גוג ומגוג - וסוד ""חג הסוכות""",30-Aug-23,עברית,https://www.youtube.com/watch?v=uC0g7UO8EeM
792,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 51 - נבואות משה על אחרית הימים",6-Sep-23,עברית,https://www.youtube.com/watch?v=vPxTcYXXSBc
793,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 52 - נבואת משה בפרשת האזינו על ה""רעה"" אחרית הימים",13-Sep-23,עברית,https://www.youtube.com/watch?v=KT0Kms4oIQc
794,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 53 - פרשת האזינו - תיאור ההיסטוריה עד אחרית הימים",20-Sep-23,עברית,https://www.youtube.com/watch?v=7GLmrziXZTc
795,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 54 - פרשת האזינו - ה""חושך"" שלפני ה""אור"" של הגאולה",27-Sep-23,עברית,https://www.youtube.com/watch?v=70IS0PNmFBM
796,"תנ""ך ואקטואליה",,,"?תנ""ך ואקטואליה 55 - למי שייכת ""ארץ ישראל"" ? ולמה",11-Oct-23,עברית,https://www.youtube.com/watch?v=MYzHvIR5fVA
797,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 56 - נבואת ירמיה - המאבק על ירושת הארץ",18-Oct-23,עברית,https://www.youtube.com/watch?v=fgaUuXwso3k
798,"תנ""ך ואקטואליה",,,"תנ""ך ואקטואליה 57 - משמעות היותו של ישמעאל ""פרא אדם""",25-Oct-23,עברית,https://www.youtube.com/watch?v=XVbY51Hx4wc
